id,question_id,content
11,11,"/**
  * Definition for singly-linked list.
  * struct ListNode {
  * int val;
  * ListNode *next;
  * ListNode(int x) : val(x), next(NULL) {}
  * };
  */
 class Solution {
 public:
  ListNode *addTwoNumbers(ListNode *l1, ListNode *l2) {
  int x=0, y=0, carry=0, sum=0;
  ListNode *h=NULL, **t=&h;
  while (l1!=NULL || l2!=NULL){
  x = getValueAndMoveNext(l1);
  y = getValueAndMoveNext(l2);
  sum = carry + x + y;
  ListNode *node = new ListNode(sum%10);
  *t = node;
  t = (&node->next);
  carry = sum/10;
  }
  if (carry > 0) {
  ListNode *node = new ListNode(carry%10);
  *t = node;
  }
  return h;
  }
 private:
  int getValueAndMoveNext(ListNode* &l){
  int x = 0;
  if (l != NULL){
  x = l->val;
  l = l->next;
  }
  return x;
  }
 };"
12,12,"class Solution {
 public:
  vector< vector<string> > groupAnagrams(vector<string> &strs) {
  vector< vector<string> > result;
  map<string, int> m;
  for(int i=0; i<strs.size(); i++){
  string word = strs[i];
  sort(word.begin(), word.end());
  if (m.find(word)==m.end()){
  vector<string> v;
  v.push_back(strs[i]);
  result.push_back(v);
  m[word] = result.size()-1;
  }else{
  result[m[word]].push_back(strs[i]);
  }
  }
  for(int i=0; i<result.size(); i++){
  sort(result[i].begin(), result[i].end());
  }
  return result;
  }
  //using multiset 
  vector< vector<string> > groupAnagrams01(vector<string> &strs) {
  vector< vector<string> > result;
  map<string, multiset<string>> m;
  for(int i=0; i<strs.size(); i++){
  string word = strs[i];
  sort(word.begin(), word.end());
  m[word].insert(strs[i]);
  }
  for(auto item : m){
  vector<string> v(item.second.begin(), item.second.end());
  result.push_back(v);
  }
  return result;
  }
  //NOTICE: the below solution has been depracated as the problem has been updated!
  vector<string> anagrams(vector<string> &strs) {
  vector<string> result;
  map<string, int> m;
  for(int i=0; i<strs.size(); i++){
  string word = strs[i];
  //sort it can easy to check they are anagrams or not
  sort(word.begin(), word.end()); 
  if (m.find(word)==m.end()){
  m[word] = i;
  }else{
  if (m[word]>=0){
  result.push_back(strs[m[word]]);
  m[word]=-1;
  }
  result.push_back(strs[i]);
  }
  }
  return result;
  }
 };"
13,13,"class Solution {
 public:
  //stupid way - but easy to understand - 76ms
  bool isAnagram01(string s, string t) {
  sort(s.begin(), s.end());
  sort(t.begin(), t.end());
  return s == t;
  }
  //using a map to count every chars in the string.
  bool isAnagram02(string s, string t) {
  int map[26] ={0} ; //only lowercase alphabets
  //memset(map, 0, sizeof(map));
  // count each char for s
  for (int i=0; i<s.size(); i++) {
  map[s[i]-'a']++;
  }
  // decrease the count for t
  for (int i=0; i<t.size(); i++) {
  map[t[i]-'a']--;
  }
  //if all alphabets is zero, then they are anagram 
  for (int i=0; i<sizeof(map)/sizeof(map[0]); i++) {
  if (map[i]!=0) return false;
  }
  return true;
  }
  bool isAnagram(string s, string t) {
  return isAnagram02(s,t); //12ms
  return isAnagram01(s,t); //76ms
  }
 };"
14,14,"class Solution {
 public:
  //
  // It's easy to find out how many 3-length slices in an arithmetic array with N length.
  //
  // len = 3, then 1 slices, sum(1)
  // len = 4, then 3 slices, sum(1,2) - TWO 3-length slices + ONE 4-length slice
  // len = 5, then 6 slices, sum(1,2,3) - THREE 3-length slices + TWO 4-length slices + ONE 5-length slice
  // len = 6, then 10 slices, sum(1,2,3,4) - ...
  // len = 7, then 15 slices, sum(1,2,3,4,5) - ..
  //
  // So, with N length arithmetic array, there are Sum[1, N-3+1] 3-length slices
  //
  // And, we know the formula sum from 1 to n is:
  //
  // n * ( n + 1 )
  // sum [1, n] = ---------------
  // 2
  // Then, we could have the solution - O(n) Time with O(1) Space
  //
  int sum1toN(int n) {
  return n * (n+1) / 2;
  }
  int numberOfArithmeticSlices(vector<int>& A) {
  int result = 0;
  int len = 0; // the current length of arithmetic
  for (int i=2; i<A.size(); i++) {
  if (A[i] - A[i-1] == A[i-1] - A[i-2]) {
  len++;
  }else{
  result += sum1toN(len);
  len=0;
  }
  }
  return len==0 ? result : result + sum1toN(len);
  }
 };"
15,15,"class Solution {
 private: 
  void removeBackspaces(string &s) {
  int i = 0;
  for(int i=0; i<s.size(); i++) {
  if (s[i] == '#') {
  int backSteps = i>0 ? 2 : 1;
  s.erase(i-backSteps + 1, backSteps);
  i -= backSteps;
  } 
  }
  }
 public:
  bool backspaceCompare(string S, string T) {
  removeBackspaces(S);
  removeBackspaces(T);
  return S == T;
  }
 };"
16,16,"/**
  * Definition for binary tree
  * struct TreeNode {
  * int val;
  * TreeNode *left;
  * TreeNode *right;
  * TreeNode(int x) : val(x), left(NULL), right(NULL) {}
  * };
  */
 class Solution {
 public:
  bool isBalanced(TreeNode *root) {
  int height=0;
  return isBalancedUtil(root, height);
  }
  bool isBalancedUtil(TreeNode* root, int& height){
  if(root==NULL){
  height=0;
  return true;
  }
  int lh=0, rh=0;
  bool isLeft = isBalancedUtil(root->left, lh);
  bool isRight = isBalancedUtil(root->right, rh);
  height = (lh > rh ? lh : rh) + 1;
  return (abs(lh-rh)<=1 && isLeft && isRight);
  }
 };
 //Notes: 
 // I think the above solution should be more efficent than the below, 
 // but for leetcode, the below solution needs 60ms, the above needs 88ms
 class Solution {
 public:
  bool isBalanced(TreeNode *root) {
  if (root==NULL) return true;
  int left = treeDepth(root->left); 
  int right = treeDepth(root->right);
  if (left-right>1 || left-right < -1) {
  return false;
  }
  return isBalanced(root->left) && isBalanced(root->right);
  }
  int treeDepth(TreeNode *root) {
  if (root==NULL){
  return 0;
  }
  int left=1, right=1;
  left += treeDepth(root->left);
  right += treeDepth(root->right);
  return left>right?left:right;
  }
 };"
17,17,"#include <stdlib.h>
 #include <ctype.h>
 #include <iostream>
 #include <string>
 #include <stack>
 #include <vector>
 using namespace std;
 /*
  * Sorry, I cannot help using Design Pattern ;-)
  * (https://en.wikipedia.org/wiki/Interpreter_pattern)
  *
  * Two Stack is cheap, design pattern is powerful! ;-)
  * 
  * But WTF, Memory Limit Exceeded!! Shit!!
  */
 class Expression 
 {
  public:
  virtual int interpret() = 0;
  virtual ~Expression() {};
 };
 class Number: public Expression 
 {
  public:
  Number(string num) { this->number = atoi(num.c_str()); }
  ~Number() { }
  int interpret() { return number; }
  private:
  int number;
 };
 class Plus : public Expression 
 {
  public:
  Plus(Expression* left, Expression* right) :leftOperand(left), rightOperand(right) { } 
  ~Plus() { delete leftOperand; delete rightOperand; }
  int interpret() { return leftOperand->interpret() + rightOperand->interpret(); }
  private:
  Expression* leftOperand;
  Expression* rightOperand;
 };
 class Minus : public Expression 
 {
  public:
  Minus(Expression* left, Expression* right) :leftOperand(left), rightOperand(right) { } 
  ~Minus() { delete leftOperand; delete rightOperand; }
  int interpret() { return leftOperand->interpret() - rightOperand->interpret(); }
  private:
  Expression* leftOperand;
  Expression* rightOperand;
 };
 class Multiply : public Expression
 {
  public:
  Multiply(Expression* left, Expression* right) :leftOperand(left), rightOperand(right) { }
  ~Multiply() { delete leftOperand; delete rightOperand; }
  int interpret() { return leftOperand->interpret() * rightOperand->interpret(); }
  private:
  Expression* leftOperand;
  Expression* rightOperand;
 };
 class Divide : public Expression
 {
  public:
  Divide(Expression* left, Expression* right) :leftOperand(left), rightOperand(right) { }
  ~Divide() { delete leftOperand; delete rightOperand; }
  int interpret() { return leftOperand->interpret() / rightOperand->interpret(); }
  private:
  Expression* leftOperand;
  Expression* rightOperand;
 };
 bool isOperator(const string &c) {
  return (c == ""+"" || c == ""-"" || c == ""*"" || c == ""/"" );
 }
 bool isOperator(const char &c) {
  return (c == '+' || c == '-' || c == '*' || c == '/'); 
 }
 class Evaluator : public Expression 
 {
  private:
  Expression* syntaxTree;
  public: 
  Evaluator(vector<string>& s) 
  {
  vector<Expression*> stack;
  for (unsigned int i=0; i < s.size(); i++) {
  if (isOperator(s[i])) {
  Expression* left = stack.back(); stack.pop_back();
  Expression* right = stack.back(); stack.pop_back();
  switch(s[i][0]) { 
  case '+' : 
  stack.push_back(new Plus(right, left)); break;
  case '-' :
  stack.push_back(new Minus(right, left)); break;
  case '*' :
  stack.push_back(new Multiply(right, left)); break;
  case '/' :
  stack.push_back(new Divide(right, left)); break;
  }
  }else{ 
  stack.push_back(new Number(s[i]));
  }
  }
  syntaxTree = stack.back();
  }
  ~Evaluator() {
  delete syntaxTree; 
  }
  int interpret() {
  return syntaxTree->interpret();
  }
 };
 vector<string> Parse(string& s){
  vector<string> exp;
  for(int i=0; i<s.size(); ){
  char c = s[i];
  string token;
  if (c == '+' || c == '-' || c == '*' || c == '/' || c == '(' || c == ')' ) {
  exp.push_back(token+c);
  i++;
  continue;
  }
  if ( isdigit(c) ) {
  while( isdigit(s[i]) ) {
  token.push_back(s[i++]);
  }
  exp.push_back(token);
  continue;
  }
  i++;
  }
  return exp;
 }
 int Priority(const string &c) {
  if (c == ""*"" || c == ""/"") {
  return 2;
  } else if (c== ""+"" || c == ""-"") {
  return 1;
  } else {
  return 0;
  }
 }
 vector<string> Infix2RPN(vector<string>& infix) {
  vector<string> rpn;
  stack<string> s;
  for(int i = 0; i < infix.size(); i++) {
  if(isdigit(infix[i][0])) { //number
  rpn.push_back(infix[i]);
  } else if (infix[i] == ""("") {
  s.push(infix[i]);
  } else if (infix[i] == "")"") {
  while(!s.empty() && s.top() != ""("") {
  rpn.push_back(s.top());
  s.pop();
  }
  s.pop();
  }else if(isOperator(infix[i]) ){
  while(!s.empty() && Priority(s.top()) >= Priority(infix[i])) {
  rpn.push_back(s.top());
  s.pop();
  }
  s.push(infix[i]);
  }
  }
  while(!s.empty()) {
  rpn.push_back(s.top());
  s.pop();
  }
  return rpn;
 }
 //Design Pattern for RPN - Memory Limit Exceeded!!
 int calculate_RPN_design_pattern(string& s) {
  vector<string> exp = Parse(s);
  //for (int i=0; i<exp.size(); i++){
  // cout << exp[i] << "" "";
  //}
  //cout << endl;
  exp = Infix2RPN(exp);
  for (int i=0; i<exp.size(); i++){
  cout << exp[i] << "" "";
  }
  cout << endl;
  Evaluator sentence(exp);
  return sentence.interpret();
 }
 /*
  * RPN - Reverse Polish Notation
  * see: https://en.wikipedia.org/wiki/Reverse_Polish_notation
  */
 //RPN evluation - Memory Limit Exceeded!!
 int calculate_RPN_evluation(string& s) {
  vector<string> exp = Parse(s);
  exp = Infix2RPN(exp);
  stack<int> ss;
  for(int i=0; i<exp.size(); i++) {
  if (isdigit(exp[i][0])) { 
  ss.push(atoi(exp[i].c_str()));
  }
  if (exp[i]==""+"" || exp[i]==""-"") {
  int rhs = ss.top(); ss.pop();
  int lhs = ss.top(); ss.pop();
  if (exp[i]==""-"") rhs = -rhs;
  ss.push(lhs + rhs);
  }
  }
  return ss.top();
 }
 //Two stack solution - quick & dirty solution
 inline void calculate_two_stacks(stack<int>& num_stack, stack<char>& op_stack) {
  int lhs = num_stack.top(); num_stack.pop();
  int rhs = num_stack.top(); num_stack.pop();
  char op = op_stack.top(); op_stack.pop();
  if (op=='-') rhs = -rhs;
  num_stack.push(lhs + rhs);
 }
 int calculate_two_stacks(string& s) {
  stack<int> num_stack; //put the number
  stack<char> op_stack; //put the operations
  for(int i = s.size() - 1; i >= 0; i--){
  if(s[i] == ')' || s[i] == '+' || s[i] == '-') {
  op_stack.push(s[i]);
  } else if(isdigit(s[i])){
  string num;
  num += s[i];
  while(isdigit(s[i-1])){
  num.insert(num.begin(), s[i-1]);
  i--;
  }
  num_stack.push(atoi(num.c_str())); 
  } else if(s[i] == '('){
  while(op_stack.top() != ')') {
  calculate_two_stacks(num_stack, op_stack);
  }
  op_stack.pop();
  }
  }
  while(!op_stack.empty()){ 
  calculate_two_stacks(num_stack, op_stack);
  }
  return num_stack.top();
 }
 int calculate(string s) {
  return calculate_two_stacks(s);
  return calculate_RPN_evluation(s);
  return calculate_RPN_design_pattern(s);
 }
 int main(int argc, char** argv) {
  string s = "" 15-(1+3)+(2+1) "";
  if (argc >1){
  s = argv[1];
  } 
  cout << s << "" = "" << calculate(s) << endl;
  cout << ""---------------"" << endl;
  s = ""(2+4)-(6+(1+5))"";
  cout << s << "" = "" << calculate(s) << endl;
 }"
18,18,"#include <iostream>
 #include <sstream>
 #include <string>
 #include <stack>
 using namespace std;
 /* 
  * Acuatlly, everything I've already implemented in ""Basic Calculator""(RPN way and Design pattern way).
  * So, here, I just use the quick-dirty way - just like the ""two stacks solution"" in ""Basic Calulator"".
  */
 //Quick & Dirty Solution
 bool isOperator(const char ch) {
  return (ch=='+' || ch=='-' || ch=='*' || ch=='/');
 }
 int Priority(const char c) {
  if (c == '*' || c == '/') {
  return 2;
  } else if (c== '+' || c == '-') {
  return 1;
  } else {
  return 0;
  }
 }
 long long calculate_exp(long long x, long long y, char op) {
  switch(op) {
  case '+': return x + y;
  case '-': return x - y;
  case '*': return x * y;
  case '/': return x / y;
  }
  return -1;
 }
 //Two Stacks solution
 int calculate_two_stacks(string& s) {
  s += ""+0"";
  stack<long long> num_stack; //put the number
  stack<char> op_stack; //put the operations
  #define CALCULATE_IT { \
  long long y = num_stack.top(); num_stack.pop(); \
  long long x = num_stack.top(); num_stack.pop(); \
  char op = op_stack.top(); op_stack.pop(); \
  num_stack.push(calculate_exp(x, y, op));\
  }
  for(int i = 0; i < s.size(); i++){
  char ch = s[i];
  if (isspace(ch)) continue;
  if (isdigit(ch)) {
  string num;
  num += s[i];
  while(isdigit(s[i+1])){
  num += s[i+1];
  i++;
  }
  num_stack.push(stoll(num));
  continue;
  }
  if (isOperator(ch)) {
  while (!op_stack.empty() && Priority(op_stack.top()) >= Priority(ch) ) {
  CALCULATE_IT;
  }
  op_stack.push(ch);
  }
  }
  while(!op_stack.empty()){
  CALCULATE_IT;
  }
  return num_stack.top();
 }
 int calculate(string s) {
  return calculate_two_stacks(s);
 }
 int main(int argc, char**argv) 
 {
  string exp = "" 3+5 / 2 "";
  if (argc>1) {
  exp = argv[1];
  }
  cout << ""\"""" << exp << ""\"" = "" << calculate(exp) << endl;
 }"
19,19,"class Solution {
 public:
  //
  // This solution is O(1) space dynamic programming 
  //
  // We can make sure the max profit at least be ZERO. So,
  // 1) we have two pointers (begin & end ) 
  // 2) if prices[end] - prices[begin] > 0, then move the ""end"" pointer to next
  // 3) if prices[end] - prices[begin] <= 0, then move the ""begin"" pointer to current posstion.
  // 4) tracking the max profit
  //
  // Notes:
  // Some people think find the highest-price & lowest-price, this is wrong. 
  // Because the highest-price must be after lowest-price
  //
  int maxProfit(vector<int> &prices) {
  int max=0, begin=0, end=0, delta=0;
  for (int i=0; i<prices.size(); i++) {
  end = i;
  delta = prices[end] - prices[begin];
  if (delta <= 0){
  begin = i;
  }
  if ( delta > max ){
  max = delta;
  }
  }
  return max;
  }
 };
 class Solution {
 public:
  int maxProfit(vector<int>& prices) {
  int buy = INT_MAX;
  int profit = 0;
  for (auto p : prices) {
    // Keep tracking the previous lowest price
  buy = min (buy, p);
  // Keep tacking the current max profit
  profit = max(profit, p - buy);
  }
  return profit;
  }
 };"
20,20,"class Solution {
 public:
  int maxProfit(vector<int>& prices) {
  return maxProfit02(prices);
  return maxProfit01(prices);
  }
  // Solution 1 
  // find all of ranges: which start a valley with the nearest peak after
  // add their delta together 
  //
  int maxProfit01(vector<int> &prices) {
  int max = 0;
  int low = -1;
 int len = prices.size();
  for (int i=0; i < len - 1; i++){
  //meet the valley, then goes up
  if (prices[i] < prices[i+1] && low < 0 ) {
  low = i;
  }
  //meet the peak, then goes down
  if (prices[i] > prices[i+1] && low >= 0) {
  max += ( prices[i] - prices[low] ) ;
  low = -1; // reset the `low`
  }
  }
  // edge case
  if ( low >= 0 ) {
  max += ( prices[prices.size()-1] - prices[low] );
  }
  return max;
  }
  // Solution 2 
  // if we find we can earn money, we just sell
  int maxProfit02(vector<int>& prices) {
  int profit = 0 ;
  for(int i=1; i< prices.size(); i++) {
  profit += max(0, prices[i] - prices[i-1]);
  }
  return profit;
  }
 };"
21,21,"class Solution {
 public:
  // Dynamic Programming
  //
  // Considering prices[n], and we have a position ""i"", we could have
  // 1) the maxProfit1 for prices[0..i] 
  // 2) the maxProfit2 for proices[i..n]
  //
  // So, 
  // for 1) we can go through the prices[n] forwardly.
  // forward[i] = max( forward[i-1], price[i] - lowestPrice[0..i] ) 
  // for 2) we can go through the prices[n] backwoardly.
  // backward[i] = max( backward[i+1], highestPrice[i..n] - price[i]) 
  //
  int maxProfit(vector<int> &prices) {
  if (prices.size()<=1) return 0;
  int n = prices.size();
  vector<int> forward(n);
  forward[0] = 0;
  int lowestBuyInPrice = prices[0];
  for(int i=1; i<n; i++){
  forward[i] = max(forward[i-1], prices[i] - lowestBuyInPrice);
  lowestBuyInPrice = min(lowestBuyInPrice, prices[i]);
  }
  vector<int> backward(n);
  backward[n-1] = 0;
  int highestSellOutPrice = prices[n-1];
  for(int i=n-2; i>=0; i--){
  backward[i] = max(backward[i+1], highestSellOutPrice - prices[i]);
  highestSellOutPrice = max(highestSellOutPrice, prices[i]);
  }
  int max_profit = 0;
  for(int i=0; i<n; i++){
  max_profit = max(max_profit, forward[i]+backward[i]);
  }
  return max_profit;
  }
 };"
22,22,"class Solution {
  public:
  /*
  * profits[trans, day]
  * - `trans` represents the number of transactions we've done so far. ( 0 <= trans <= k )
  * - `day` represents the number of days so far. ( 0 <= day <= prices.size() )
  *
  * So, we have the initialization as below:
  *
  * profits[0, day] = 0; // 0 <= day <= prices.size()
  * profits[trans, 0] = 0; // 0 <= trans <= k
  *
  * And the iteration logic as below:
  *
  * profits[trans, day] = max (
  * profits[trans, day-1], // same times transactions, but one days before.
  * profits[trans-1, i-1] + (prices[day] - prices[i]) // for all of (0 <= i < day )
  * // this means find max profit from
  * // previous any of days
  * )
  *
  */
  int maxProfit(int k, vector<int> &prices) {
  int ndays = prices.size();
  // error case
  if (ndays<=1) return 0;
  // Edge case
  // ---------
  // if the number of transactions is too many, it means we can make
  // as many transactions as we can, that brings us the problem back to
  // Best-Time-To-Buy-And-Sell-Stock-II which can be simply solve in O(n)
  // by using a greedy approach.
  if(k > ndays/2){
  int sum = 0;
  for (int i=1; i<ndays; i++) {
  sum += max(prices[i] - prices[i-1], 0);
  }
  return sum;
  }
  return maxProfit_DP03(k, prices);//8ms
  return maxProfit_DP02(k, prices);//8ms
  return maxProfit_DP01(k, prices);//492ms
  }
  //DP solution - O(kn^2) complexity
  int maxProfit_DP01 (int k, vector<int> &prices) {
  int ndays = prices.size();
  vector< vector<int> > profits(k+1, vector<int>( ndays+1, 0));
  for(int trans=1; trans<=k; trans++) {
  for (int day=1; day<=ndays; day++) {
  int m=0;
  for (int i=1; i<=day; i++) {
  m = max(m, profits[trans-1][i-1]+ prices[day-1] - prices[i-1]);
  }
  profits[trans][day] = max( profits[trans][day-1], m);
  }
  }
  return profits[k][ndays];
  }
  //DP solution - O(kn) complexity
  //Actually, we could save the loop in above- for(int i=1; i<=day; i++)
  //Becasue there are so many dupliations
  int maxProfit_DP02 (int k, vector<int> &prices) {
  int ndays = prices.size();
  vector< vector<int> > profits(k+1, vector<int>( ndays+1, 0));
  vector<int> m(ndays+1, 0); // tracking the max profits of previous days
  for(int trans=1; trans<=k; trans++) {
  m[0] = profits[trans-1][0] - prices[0];
  for (int day=1; day<=ndays; day++) {
  profits[trans][day] = max( profits[trans][day-1], m[day-1]+prices[day-1]);
  if (day < ndays) {
  m[day] = max(m[day-1], profits[trans-1][day] - prices[day]);
  }
  }
  }
  return profits[k][ndays];
  }
  // save the memory, remove the m[ ] array
  int maxProfit_DP03 (int k, vector<int> &prices) {
  int ndays = prices.size();
  vector< vector<int> > profits(k+1, vector<int>( ndays+1, 0));
  for(int trans=1; trans<=k; trans++) {
  int m = profits[trans-1][0] - prices[0];
  for (int day=1; day <= ndays; day++) {
  profits[trans][day] = max(profits[trans][day-1], m + prices[day-1]);
  if ( day < ndays ) {
  m = max(m, profits[trans-1][day] - prices[day]);
  }
  }
  }
  return profits[k][ndays];
  }
 };"
23,23,"class Solution {
 public:
  //
  //Define 
  //
  // - buy[i] as the max profit when you buy the stock at day i. 
  // - sell[i] as the max profit when you sell the stock at day i. 
  //
  // Therefore set buy[0] = -prices[0], because spend the money, the profit is -prices[0].
  // Also set sell[0] = 0, that you do nothing in the first day.
  //
  // So,
  // buy[i] = max(buy[i-1], // do nothing - keep holding
  // sell[i-2] - prices[i] ) // sell previous day, buy today
  // // i-1 is cooldown day
  // sell[i] = max(sell[i-1], // do nothing 
  // buy[i-1] + prices[i] ) // buy previous day, sell today.
  // 
  int maxProfit(vector<int>& prices) {
  int len = prices.size();
  if ( len < 2 ) return 0;
  vector<int> buy(len, 0);
  vector<int> sell(len, 0);
  //day 0
  buy[0] = -prices[0];
  sell[0] = 0;
  //day 1
  buy[1] = max(buy[0], 0 - prices[1]);
  sell[1] = max(sell[0], buy[0] + prices[1]);
  for (int i=2; i<len; i++) {
  buy[i] = max( buy[i - 1], sell[i - 2] - prices[i]); 
  sell[i] = max(sell[i - 1], buy[i - 1] + prices[i]);
  }
  return sell[len-1];
  }
 };"
24,24,"class Solution {
 private:
  int max(int x, int y) {
  return x > y ? x: y;
  }
  int max(int x, int y, int z) {
  return max(x, max(y,z));
  }
 public:
  int maxProfit(vector<int>& prices, int fee) {
  return maxProfit_dp03(prices, fee); // 100ms
  return maxProfit_dp02(prices, fee); // 100ms
  return maxProfit_dp01(prices, fee); // 2700ms
  }
  // find the [buy-low, sell-high] prices pairs,
  // and remove the unnecessary prices.
  void genPricesPairs(vector<int> &prices, vector< pair<int, int> > &prices_pairs, int fee){
  int low = -1;
  for (int i=0; i<prices.size()-1; i++){
  //meet the valley, then goes up
  if (prices[i] < prices[i+1] && low < 0 ) {
  low = i;
  }
  //meet the peak, then goes down
  if (prices[i] > prices[i+1] && low >= 0) {
  prices_pairs.push_back( make_pair( prices[low], prices[i]) );
  low = -1; // reset the `low` & `high`
  }
  }
  // edge case
  if ( low >= 0 ) {
  prices_pairs.push_back( make_pair( prices[low], prices[prices.size()-1] ) );
  }
  }
  int maxProfit_dp01(vector<int> &prices, int &fee) {
  vector< pair<int, int> > prices_pairs;
  genPricesPairs(prices, prices_pairs, fee);
  vector<int> dp(prices_pairs.size()+1, 0);
  for (int i=0; i<prices_pairs.size(); i++) {
  for ( int j=0; j<=i; j++ ) {
  int profit = prices_pairs[i].second - prices_pairs[j].first - fee;
  // if the profit is negative, skip the transaction
  if ( profit < 0 ) profit = 0;
  dp[i+1] = max ( dp[i+1], dp[j] + profit);
  }
  }
  return dp[dp.size()-1];
  }
  int maxProfit_dp02(vector<int> &prices, int &fee) {
  vector< pair<int, int> > prices_pairs;
  genPricesPairs(prices, prices_pairs, fee);
  if ( prices_pairs.size() < 1 ) return 0;
  // first - represent the max profit if we buy.
  // second - represent the max profit if we sell.
  vector< pair<int,int> > dp(prices_pairs.size() , make_pair(0,0) );
  //buy profit - if we buy it in day 0, then we got negtive profit.
  dp[0].first = - prices_pairs[0].first;
  //sell profit - if we sell it in day 0, then we have the profits
  // if the profit is negtive, then won't sell it.
  dp[0].second = max(0, prices_pairs[0].second - prices_pairs[0].first - fee);
  for (int i=1; i<prices_pairs.size(); i++) {
  // BUY - we could have three options
  // 1) hold the stock do nothing. profit = previous day's buy profit
  // 2) sell & buy. profit = previous sell profit - spent money to buy.
  // 3) fresh buy, give up the pervious buy, just buy it today.
  // find the max profit of these 3 options.
  dp[i].first = max (dp[i-1].first, // option 1) do nothing
  dp[i-1].second - prices_pairs[i].first, // option 2) sell & buy
  - prices_pairs[i].first ); // option 3) fresh buy
  // SELL - we could have three options
  // 1) hold the stock do nothing. profit = previous day's sell profit
  // 2) sell it. profit = previous day's buy + today's sell.
  // 3) sell previous and sell today. profit = previous's sell + today's sell
  // Find the max profit of these 3 options
  dp[i].second = max(dp[i-1].second,
  dp[i-1].first + prices_pairs[i].second - fee,
  dp[i-1].second + prices_pairs[i].second - prices_pairs[i].first - fee );
  }
  return max( dp[dp.size()-1].second, 0 );
  }
  //
  // Actually, by given any day, we can have two status:
  // 1) BUY status - we can have two options at Day X.
  // i) buy stock - need previous sell status.(you cannot buy if you haven't sold)
  // ii) do nothing - need previous buy status.
  //
  // 2) SELL status - we can have two options at Day X.
  // i) sell stock - need previous buy status.(you cannot sell if you haven't bought)
  // ii) do nothing - keep the previous sell status.
  //
  // For example:
  //
  // if we have [1,3,2,8,4,9], fee = 2
  // then we could have the following BUY & SELL status
  //
  // Day One
  // 1 - BUY: the profit is -1 ,becuase we spent 1 money
  // SELL: you cannot sell, the profit is 0.
  // Day Two
  // 3 - BUY : pre-SELL - 3 = -3, but do nothing has max profit pre-BUY: -1
  // SELL: pre-BUY + 3 -2 = -1+3-2 = 0 , the max profit: 0
  // Day Three
  // 2 - BUY : pre-SELL - 2 = 0 - 2 = -2, do nothing has max profit: -1
  // SELL: pre-BUY + 2 -2 = -1 + 2 -2 = -1, do nothing has max profit: 0
  // Day Four
  // 8 - BUY : pre-SELL - 8 = 0 - 8 = -8, so, just hold, the max buy profit: -1
  // SELL: pre-BUY + 8 - 2 = -1+8-2 =5, the max profit is 5
  // Day Five
  // 4 - BUY : pre-SELL - 4 = 5-4 = 1, do nothing profit is -1, so should buy it.
  // so, the max buy profit is 1.
  // SELL: pre-BUY + 4 -2 = -1 + 4 -2= 1, it's has lower profit than previous,
  // so, we won't sell, the max sell profit is 5.
  // Day Six
  // 9 - BUY : pre-SELL - 9 = 5-9= -4, so won't buy, the max buy profit is 1.
  // SELL: pre-BUY + 9 -2 = 1 + 9 -2 = 8, it's has higher profit. so we sell
  //
  // Let's use an table
  //
  // prices = 1, 3, 2, 8, 4, 9
  // max buy profit = -1, -1, -1, -1, 1, 5
  // max sell profit = 0, 0, 0, 5, 5, 8
  //
  // We can see we keep tracking the max buy and sell profit for everyday.
  //
  // buy[i] = max( buy[i-1], // do nothing
  // sell[i-1] - prices[i] ); // sell in previous day can buy today
  //
  // sell[i] = max( sell[i-1], // do nothing
  // buy[i-1] + prices[i] - fee ); // sell today
  //
  int maxProfit_dp03(vector<int> &prices, int &fee) {
  int buy=-prices[0], sell=0;
  int pre_buy=0, pre_sell=0;
  for(auto price: prices) {
  pre_buy = buy;
  buy = max (sell - price, pre_buy);
  pre_sell = sell;
  sell = max( pre_buy + price - fee, pre_sell);
  }
  return sell;
  }
 };"
