id,title,content,difficulty
226,MaximizePalindromeLengthFromSubsequences,"You are given two strings, word1 and word2. You want to construct a string in the following manner:
 Choose some non-empty subsequence subsequence1 from word1.Choose some non-empty subsequence subsequence2 from word2.Concatenate the subsequences: subsequence1 + subsequence2, to make the string.
 Return the length of the longest palindrome that can be constructed in the described manner. If nopalindromes can be constructed, return 0.
 A subsequence of a string s is a string that can be made by deleting some (possibly none)characters from s without changing the order of the remaining characters.
 A palindrome is a string that reads the same forward as well as backward.
 Example 1:
 Input: word1 = ""cacb"", word2 = ""cbba""Output: 5Explanation: Choose ""ab"" from word1 and ""cba"" from word2 to make ""abcba"", which is a palindrome.
 Example 2:
 Input: word1 = ""ab"", word2 = ""ab""Output: 3Explanation: Choose ""ab"" from word1 and ""a"" from word2 to make ""aba"", which is a palindrome.
 Example 3:
 Input: word1 = ""aa"", word2 = ""bb""Output: 0Explanation: You cannot construct a palindrome from the described method, so return 0.
 Constraints:
 1 <= word1.length, word2.length <= 1000word1 and word2 consist of lowercase English letters.",2
227,MaximizeScoreAfterNOperations,"You are given nums, an array of positive integers of size 2 * n. You must perform n operations onthis array.
 In the i^th operation (1-indexed), you will:
 Choose two elements, x and y.Receive a score of i * gcd(x, y).Remove x and y from nums.
 Return the maximum score you can receive after performing n operations.
 The function gcd(x, y) is the greatest common divisor of x and y.
 Example 1:
 Input: nums = [1,2]Output: 1Explanation: The optimal choice of operations is:(1 * gcd(1, 2)) = 1
 Example 2:
 Input: nums = [3,4,6,8]Output: 11Explanation: The optimal choice of operations is:(1 * gcd(3, 6)) + (2 * gcd(4, 8)) = 3 + 8 = 11
 Example 3:
 Input: nums = [1,2,3,4,5,6]Output: 14Explanation: The optimal choice of operations is:(1 * gcd(1, 5)) + (2 * gcd(2, 4)) + (3 * gcd(3, 6)) = 1 + 4 + 9 = 14
 Constraints:
 1 <= n <= 7nums.length == 2 * n1 <= nums[i] <= 10^6",0
228,MaximumAbsoluteSumOfAnySubarray,"You are given an integer array nums. The absolute sum of a subarray [numsl, numsl+1, ..., numsr-1,numsr] is abs(numsl + numsl+1 + ... + numsr-1 + numsr).
 Return the maximum absolute sum of any (possibly empty) subarray of nums.
 Note that abs(x) is defined as follows:
 If x is a negative integer, then abs(x) = -x.If x is a non-negative integer, then abs(x) = x.
 Example 1:
 Input: nums = [1,-3,2,3,-4]Output: 5Explanation: The subarray [2,3] has absolute sum = abs(2+3) = abs(5) = 5.
 Example 2:
 Input: nums = [2,-5,1,-4,3,-2]Output: 8Explanation: The subarray [-5,1,-4] has absolute sum = abs(-5+1-4) = abs(-8) = 8.
 Constraints:
 1 <= nums.length <= 105-104 <= nums[i] <= 104",0
229,MaximumAscendingSubarraySum,"Given an array of positive integers nums, return the maximum possible sum of an ascending subarrayin nums.
 A subarray is defined as a contiguous sequence of numbers in an array.
 A subarray [numsl, numsl+1, ..., numsr-1, numsr] is ascending if for all i where l <= i < r, numsi< numsi+1. Note that a subarray of size 1 is ascending.
 Example 1:
 Input: nums = [10,20,30,5,10,50]Output: 65Explanation: [5,10,50] is the ascending subarray with the maximum sum of 65.
 Example 2:
 Input: nums = [10,20,30,40,50]Output: 150Explanation: [10,20,30,40,50] is the ascending subarray with the maximum sum of 150.
 Example 3:
 Input: nums = [12,17,15,13,10,11,12]Output: 33Explanation: [10,11,12] is the ascending subarray with the maximum sum of 33.
 Example 4:
 Input: nums = [100,10,1]Output: 100
 Constraints:
 1 <= nums.length <= 1001 <= nums[i] <= 100",0
230,MaximumAveragePassRatio,"There is a school that has classes of students and each class will be having a final exam. You aregiven a 2D integer array classes, where classes[i] = [passi, totali]. You know beforehand that inthe ith class, there are totali total students, but only passi number of students will pass theexam.
 You are also given an integer extraStudents. There are another extraStudents brilliant studentsthat are guaranteed to pass the exam of any class they are assigned to. You want to assign each ofthe extraStudents students to a class in a way that maximizes the average pass ratio across all theclasses.
 The pass ratio of a class is equal to the number of students of the class that will pass the examdivided by the total number of students of the class. The average pass ratio is the sum of passratios of all the classes divided by the number of the classes.
 Return the maximum possible average pass ratio after assigning the extraStudents students. Answerswithin 10-5 of the actual answer will be accepted.
 Example 1:
 Input: classes = [[1,2],[3,5],[2,2]], extraStudents = 2Output: 0.78333Explanation: You can assign the two extra students to the first class. The average pass ratio willbe equal to (3/4 + 3/5 + 2/2) / 3 = 0.78333.
 Example 2:
 Input: classes = [[2,4],[3,9],[4,5],[2,10]], extraStudents = 4Output: 0.53485
 Constraints:
 1 <= classes.length <= 105classes[i].length == 21 <= passi <= totali <= 1051 <= extraStudents <= 105",0
231,MaximumAverageSubarray.I,"Given an array consisting of n integers, find the contiguous subarray of givenlength k that has the maximum average value. And you need to output the maximumaverage value.
 
 Example 1:
 Input: [1,12,-5,-6,50,3], k = 4Output: 12.75Explanation: aximum average is (12-5-6+50)/4 = 51/4 = 12.75
 
 
 Note:
 1 k nElements of the given array will be in the range [-10,000, 10,000].",0
232,MaximumBuildingHeight,"You want to build n new buildings in a city. The new buildings will be built in a line and arelabeled from 1 to n.
 However, there are city restrictions on the heights of the new buildings:
 The height of each building must be a non-negative integer.The height of the first building must be 0.The height difference between any two adjacent buildings cannot exceed 1.
 Additionally, there are city restrictions on the maximum height of specific buildings. Theserestrictions are given as a 2D integer array restrictions where restrictions[i] = [idi, maxHeighti]indicates that building idi must have a height less than or equal to maxHeighti.
 It is guaranteed that each building will appear at most once in restrictions, and building 1 willnot be in restrictions.
 Return the maximum possible height of the tallest building.
 Example 1:
 Input: n = 5, restrictions = [[2,1],[4,1]]Output: 2Explanation: The green area in the image indicates the maximum allowed height for each building.We can build the buildings with heights [0,1,2,1,2], and the tallest building has a height of 2.
 Example 2:
 Input: n = 6, restrictions = []Output: 5Explanation: The green area in the image indicates the maximum allowed height for each building.We can build the buildings with heights [0,1,2,3,4,5], and the tallest building has a height of 5.
 Example 3:
 Input: n = 10, restrictions = [[5,3],[2,5],[7,4],[10,3]]Output: 5Explanation: The green area in the image indicates the maximum allowed height for each building.We can build the buildings with heights [0,1,2,3,3,4,4,5,4,3], and the tallest building has aheight of 5.
 Constraints:
 2 <= n <= 10^90 <= restrictions.length <= min(n - 1, 10^5)2 <= idi <= nidi is unique.0 <= maxHeighti <= 10^9",2
233,maximumDepthOfBinaryTree,"Given a binary tree, find its maximum depth.
 The maximum depth is the number of nodes along the longest path from the root nodedown to the farthest leaf node.",0
234,MaximumDistanceBetweenAPairOfValues,"You are given two non-increasing 0-indexed integer arrays nums1â€‹â€‹â€‹â€‹â€‹â€‹ and nums2â€‹â€‹â€‹â€‹â€‹â€‹.
 A pair of indices (i, j), where 0 <= i < nums1.length and 0 <= j < nums2.length, is valid if both i<= j and nums1[i] <= nums2[j]. The distance of the pair is j - iâ€‹â€‹â€‹â€‹.
 Return the maximum distance of any valid pair (i, j). If there are no valid pairs, return 0.
 An array arr is non-increasing if arr[i-1] >= arr[i] for every 1 <= i < arr.length.
 Example 1:
 Input: nums1 = [55,30,5,4,2], nums2 = [100,20,10,10,5]Output: 2Explanation: The valid pairs are (0,0), (2,2), (2,3), (2,4), (3,3), (3,4), and (4,4).The maximum distance is 2 with pair (2,4).
 Example 2:
 Input: nums1 = [2,2,2], nums2 = [10,10,1]Output: 1Explanation: The valid pairs are (0,0), (0,1), and (1,1).The maximum distance is 1 with pair (0,1).
 Example 3:
 Input: nums1 = [30,29,19,5], nums2 = [25,25,25,25,25]Output: 2Explanation: The valid pairs are (2,2), (2,3), (2,4), (3,3), and (3,4).The maximum distance is 2 with pair (2,4).
 Example 4:
 Input: nums1 = [5,4], nums2 = [3,2]Output: 0Explanation: There are no valid pairs, so return 0.
 Constraints:
 1 <= nums1.length <= 10^51 <= nums2.length <= 10^51 <= nums1[i], nums2[j] <= 10^5Both nums1 and nums2 are non-increasing.",0
235,MaximumElementAfterDecreasingAndRearranging,"You are given an array of positive integers arr. Perform some operations (possibly none) on arr sothat it satisfies these conditions:
 The value of the first element in arr must be 1.The absolute difference between any 2 adjacent elements must be less than or equal to 1. Inother words, abs(arr[i] - arr[i - 1]) <= 1 for each i where 1 <= i < arr.length (0-indexed). abs(x)is the absolute value of x.
 There are 2 types of operations that you can perform any number of times:
 Decrease the value of any element of arr to a smaller positive integer.Rearrange the elements of arr to be in any order.
 Return the maximum possible value of an element in arr after performing the operations to satisfythe conditions.
 Example 1:
 Input: arr = [2,2,1,2,1]Output: 2Explanation:We can satisfy the conditions by rearranging arr so it becomes [1,2,2,2,1].The largest element in arr is 2.
 Example 2:
 Input: arr = [100,1,1000]Output: 3Explanation:One possible way to satisfy the conditions is by doing the following:1. Rearrange arr so it becomes [1,100,1000].2. Decrease the value of the second element to 2.3. Decrease the value of the third element to 3.Now arr = [1,2,3], which satisfies the conditions.The largest element in arr is 3.
 Example 3:
 Input: arr = [1,2,3,4,5]Output: 5Explanation: The array already satisfies the conditions, and the largest element is 5.
 Constraints:
 1 <= arr.length <= 10^51 <= arr[i] <= 10^9",0
236,MaximumErasureValue,"You are given an array of positive integers nums and want to erase a subarray containing uniqueelements. The score you get by erasing the subarray is equal to the sum of its elements.
 Return the maximum score you can get by erasing exactly one subarray.
 An array b is called to be a subarray of a if it forms a contiguous subsequence of a, that is, ifit is equal to a[l],a[l+1],...,a[r] for some (l,r).
 Example 1:
 Input: nums = [4,2,4,5,6]Output: 17Explanation: The optimal subarray here is [2,4,5,6].
 Example 2:
 Input: nums = [5,2,1,2,5,2,1,2,5]Output: 8Explanation: The optimal subarray here is [5,2,1] or [1,2,5].
 Constraints:
 1 <= nums.length <= 10^51 <= nums[i] <= 10^4",0
237,maximumGap,"Given an unsorted array, find the maximum difference between the successive elements in its sorted form.
 Try to solve it in linear time/space.
 Return 0 if the array contains less than 2 elements.
 You may assume all elements in the array are non-negative integers and fit in the 32-bit signed integer range.
 Credits:Special thanks to @porker2008 for adding this problem and creating all test cases.",0
238,MaximumIceCreamBars,"It is a sweltering summer day, and a boy wants to buy some ice cream bars.
 At the store, there are n ice cream bars. You are given an array costs of length n, where costs[i]is the price of the i^th ice cream bar in coins. The boy initially has coins coins to spend, and hewants to buy as many ice cream bars as possible.
 Return the maximum number of ice cream bars the boy can buy with coins coins.
 Note: The boy can buy the ice cream bars in any order.
 Example 1:
 Input: costs = [1,3,2,4,1], coins = 7Output: 4Explanation: The boy can buy ice cream bars at indices 0,1,2,4 for a total price of 1 + 3 + 2 + 1 =7.
 Example 2:
 Input: costs = [10,6,8,7,7,8], coins = 5Output: 0Explanation: The boy cannot afford any of the ice cream bars.
 Example 3:
 Input: costs = [1,6,3,1,2,5], coins = 20Output: 6Explanation: The boy can buy all the ice cream bars for a total price of 1 + 6 + 3 + 1 + 2 + 5 = 18.
 Constraints:
 costs.length == n1 <= n <= 10^51 <= costs[i] <= 10^51 <= coins <= 10^8",0
239,MaximumNumberOfBallsInABox,"You are working in a ball factory where you have n balls numbered from lowLimit up to highLimitinclusive (i.e., n == highLimit - lowLimit + 1), and an infinite number of boxes numbered from 1 toinfinity.
 Your job at this factory is to put each ball in the box with a number equal to the sum of digits ofthe ball's number. For example, the ball number 321 will be put in the box number 3 + 2 + 1 = 6 andthe ball number 10 will be put in the box number 1 + 0 = 1.
 Given two integers lowLimit and highLimit, return the number of balls in the box with the mostballs.
 Example 1:
 Input: lowLimit = 1, highLimit = 10Output: 2Explanation:Box Number: 1 2 3 4 5 6 7 8 9 10 11 ...Ball Count: 2 1 1 1 1 1 1 1 1 0 0 ...Box 1 has the most number of balls with 2 balls.
 Example 2:
 Input: lowLimit = 5, highLimit = 15Output: 2Explanation:Box Number: 1 2 3 4 5 6 7 8 9 10 11 ...Ball Count: 1 1 1 1 2 2 1 1 1 0 0 ...Boxes 5 and 6 have the most number of balls with 2 balls in each.
 Example 3:
 Input: lowLimit = 19, highLimit = 28Output: 2Explanation:Box Number: 1 2 3 4 5 6 7 8 9 10 11 12 ...Ball Count: 0 1 1 1 1 1 1 1 1 2 0 0 ...Box 10 has the most number of balls with 2 balls.
 Constraints:
 1 <= lowLimit <= highLimit <= 10^5",0
240,MaximumNumberOfConsecutiveValuesYouCanMake,"You are given an integer array coins of length n which represents the n coins that you own. Thevalue of the i^th coin is coins[i]. You can make some value x if you can choose some of your ncoins such that their values sum up to x.
 Return the maximum number of consecutive integer values that you can make with your coins startingfrom and including 0.
 Note that you may have multiple coins of the same value.
 Example 1:
 Input: coins = [1,3]Output: 2Explanation: You can make the following values:- 0: take []- 1: take [1]You can make 2 consecutive integer values starting from 0.
 Example 2:
 Input: coins = [1,1,1,4]Output: 8Explanation: You can make the following values:- 0: take []- 1: take [1]- 2: take [1,1]- 3: take [1,1,1]- 4: take [4]- 5: take [4,1]- 6: take [4,1,1]- 7: take [4,1,1,1]You can make 8 consecutive integer values starting from 0.
 Example 3:
 Input: nums = [1,4,10,3,1]Output: 20
 Constraints:
 coins.length == n1 <= n <= 4 * 10^41 <= coins[i] <= 4 * 10^4",0
241,MaximumNumberOfEventsThatCanBeAttended,"Given an array of events where events[i] = [startDayi, endDayi]. Every event i starts at startDayiand ends at endDayi.
 You can attend an event i at any day d where startTimei <= d <= endTimei. Notice that you can onlyattend one event at any time d.
 Return the maximum number of events you can attend.
 Example 1:
 Input: events = [[1,2],[2,3],[3,4]]Output: 3Explanation: You can attend all the three events.One way to attend them all is as shown.Attend the first event on day 1.Attend the second event on day 2.Attend the third event on day 3.
 Example 2:
 Input: events= [[1,2],[2,3],[3,4],[1,2]]Output: 4
 Example 3:
 Input: events = [[1,4],[4,4],[2,2],[3,4],[1,1]]Output: 4
 Example 4:
 Input: events = [[1,100000]]Output: 1
 Example 5:
 Input: events = [[1,1],[1,2],[1,3],[1,4],[1,5],[1,6],[1,7]]Output: 7
 Constraints:
 1 <= events.length <= 105events[i].length == 21 <= startDayi <= endDayi <= 105",2
242,MaximumNumberOfEventsThatCanBeAttended.II,"You are given an array of events where events[i] = [startDayi, endDayi, valuei]. The ith eventstarts at startDayi and ends at endDayi, and if you attend this event, you will receive a value ofvaluei. You are also given an integer k which represents the maximum number of events you canattend.
 You can only attend one event at a time. If you choose to attend an event, you must attend theentire event. Note that the end day is inclusive: that is, you cannot attend two events where oneof them starts and the other ends on the same day.
 Return the maximum sum of values that you can receive by attending events.
 Example 1:
 Input: events = [[1,2,4],[3,4,3],[2,3,1]], k = 2Output: 7Explanation: Choose the green events, 0 and 1 (0-indexed) for a total value of 4 + 3 = 7.
 Example 2:
 Input: events = [[1,2,4],[3,4,3],[2,3,10]], k = 2Output: 10Explanation: Choose event 2 for a total value of 10.Notice that you cannot attend any other event as they overlap, and that you do not have to attend kevents.
 Example 3:
 Input: events = [[1,1,1],[2,2,2],[3,3,3],[4,4,4]], k = 3Output: 9Explanation: Although the events do not overlap, you can only attend 3 events. Pick the highestvalued three.
 Constraints:
 1 <= k <= events.length1 <= k * events.length <= 1061 <= startDayi <= endDayi <= 1091 <= valuei <= 106",2
243,MaximumNumberOfGroupsGettingFreshDonuts,"There is a donuts shop that bakes donuts in batches of batchSize. They have a rule where they mustserve all of the donuts of a batch before serving any donuts of the next batch. You are given aninteger batchSize and an integer array groups, where groups[i] denotes that there is a group ofgroups[i] customers that will visit the shop. Each customer will get exactly one donut.
 When a group visits the shop, all customers of the group must be served before serving any of thefollowing groups. A group will be happy if they all get fresh donuts. That is, the first customerof the group does not receive a donut that was left over from the previous group.
 You can freely rearrange the ordering of the groups. Return the maximum possible number of happygroups after rearranging the groups.
 Example 1:
 Input: batchSize = 3, groups = [1,2,3,4,5,6]Output: 4Explanation: You can arrange the groups as [6,2,4,5,1,3]. Then the 1^st, 2^nd, 4^th, and 6^thgroups will be happy.
 Example 2:
 Input: batchSize = 4, groups = [1,3,2,5,2,2,1,6]Output: 4
 Constraints:
 1 <= batchSize <= 91 <= groups.length <= 301 <= groups[i] <= 10^9",0
244,MaximumPopulationYear,"You are given a 2D integer array logs where each logs[i] = [birthi, deathi] indicates the birth anddeath years of the i^th person.
 The population of some year x is the number of people alive during that year. The i^th person iscounted in year x's population if x is in the inclusive range [birthi, deathi - 1]. Note that theperson is not counted in the year that they die.
 Return the earliest year with the maximum population.
 Example 1:
 Input: logs = [[1993,1999],[2000,2010]]Output: 1993Explanation: The maximum population is 1, and 1993 is the earliest year with this population.
 Example 2:
 Input: logs = [[1950,1961],[1960,1971],[1970,1981]]Output: 1960Explanation:The maximum population is 2, and it had happened in years 1960 and 1970.The earlier year between them is 1960.
 Constraints:
 1 <= logs.length <= 1001950 <= birthi < deathi <= 2050",0
245,MaximumProductOfTwoElementsInAnArray,"Given the array of integers nums, you will choose two different indices i and j of that array.Return the maximum value of (nums[i]-1)*(nums[j]-1).
 Example 1:
 Input: nums = [3,4,5,2]Output: 12Explanation: If you choose the indices i=1 and j=2 (indexed from 0), you will get the maximumvalue, that is, (nums[1]-1)*(nums[2]-1) = (4-1)*(5-1) = 3*4 = 12.
 Example 2:
 Input: nums = [1,5,4,5]Output: 16Explanation: Choosing the indices i=1 and j=3 (indexed from 0), you will get the maximum value of(5-1)*(5-1) = 16.
 Example 3:
 Input: nums = [3,7]Output: 12
 Constraints:
 2 <= nums.length <= 5001 <= nums[i] <= 10^3",0
246,MaximumProductOfWordLengths,"Given a string array words, find the maximum value of length(word[i]) *length(word[j]) where the two words do not share common letters.You may assume that each word will contain only lower case letters.If no such two words exist, return 0.
 Example 1:
 Given [""abcw"", ""baz"", ""foo"", ""bar"", ""xtfn"", ""abcdef""]Return 16The two words can be ""abcw"", ""xtfn"".
 Example 2:
 Given [""a"", ""ab"", ""abc"", ""d"", ""cd"", ""bcd"", ""abcd""]Return 4The two words can be ""ab"", ""cd"".
 Example 3:
 Given [""a"", ""aa"", ""aaa"", ""aaaa""]Return 0No such pair of words.
 Credits:Special thanks to @dietpepsi for adding this problem and creating all testcases.",0
247,maximumProductSubarray,"Find the contiguous subarray within an array (containing at least one number)which has the largest product.
 For example, given the array [2,3,-2,4],the contiguous subarray [2,3] has the largest product = 6.
 More examples:
 Input: arr[] = {6, -3, -10, 0, 2}Output: 180 // The subarray is {6, -3, -10}
 Input: arr[] = {-1, -3, -10, 0, 60}Output: 60 // The subarray is {60}
 Input: arr[] = {-2, -3, 0, -2, -40}Output: 80 // The subarray is {-2, -40}",0
248,MaximumScoreFromPerformingMultiplicationOperations,"You are given two integer arrays nums and multipliers of size n and m respectively, where n >= m.The arrays are 1-indexed.
 You begin with a score of 0. You want to perform exactly m operations. On the i^th operation(1-indexed), you will:
 Choose one integer x from either the start or the end of the array nums.Add multipliers[i] * x to your score.Remove x from the array nums.
 Return the maximum score after performing m operations.
 Example 1:
 Input: nums = [1,2,3], multipliers = [3,2,1]Output: 14Explanation: An optimal solution is as follows:- Choose from the end, [1,2,3], adding 3 * 3 = 9 to the score.- Choose from the end, [1,2], adding 2 * 2 = 4 to the score.- Choose from the end, [1], adding 1 * 1 = 1 to the score.The total score is 9 + 4 + 1 = 14.
 Example 2:
 Input: nums = [-5,-3,-3,-2,7,1], multipliers = [-10,-5,3,4,6]Output: 102Explanation: An optimal solution is as follows:- Choose from the start, [-5,-3,-3,-2,7,1], adding -5 * -10 = 50 to the score.- Choose from the start, [-3,-3,-2,7,1], adding -3 * -5 = 15 to the score.- Choose from the start, [-3,-2,7,1], adding -3 * 3 = -9 to the score.- Choose from the end, [-2,7,1], adding 1 * 4 = 4 to the score.- Choose from the end, [-2,7], adding 7 * 6 = 42 to the score.The total score is 50 + 15 - 9 + 4 + 42 = 102.
 Constraints:
 n == nums.lengthm == multipliers.length1 <= m <= 10^3m <= n <= 10^5-1000 <= nums[i], multipliers[i] <= 1000",0
249,MaximumScoreFromRemovingStones,"You are playing a solitaire game with three piles of stones of sizes aâ€‹â€‹â€‹â€‹â€‹â€‹, b,â€‹â€‹â€‹â€‹â€‹â€‹ and câ€‹â€‹â€‹â€‹â€‹â€‹respectively. Each turn you choose two different non-empty piles, take one stone from each, and add1 point to your score. The game stops when there are fewer than two non-empty piles (meaning thereare no more available moves).
 Given three integers aâ€‹â€‹â€‹â€‹â€‹, b,â€‹â€‹â€‹â€‹â€‹ and câ€‹â€‹â€‹â€‹â€‹, return the maximum score you can get.
 Example 1:
 Input: a = 2, b = 4, c = 6Output: 6Explanation: The starting state is (2, 4, 6). One optimal set of moves is:- Take from 1st and 3rd piles, state is now (1, 4, 5)- Take from 1st and 3rd piles, state is now (0, 4, 4)- Take from 2nd and 3rd piles, state is now (0, 3, 3)- Take from 2nd and 3rd piles, state is now (0, 2, 2)- Take from 2nd and 3rd piles, state is now (0, 1, 1)- Take from 2nd and 3rd piles, state is now (0, 0, 0)There are fewer than two non-empty piles, so the game ends. Total: 6 points.
 Example 2:
 Input: a = 4, b = 4, c = 6Output: 7Explanation: The starting state is (4, 4, 6). One optimal set of moves is:- Take from 1st and 2nd piles, state is now (3, 3, 6)- Take from 1st and 3rd piles, state is now (2, 3, 5)- Take from 1st and 3rd piles, state is now (1, 3, 4)- Take from 1st and 3rd piles, state is now (0, 3, 3)- Take from 2nd and 3rd piles, state is now (0, 2, 2)- Take from 2nd and 3rd piles, state is now (0, 1, 1)- Take from 2nd and 3rd piles, state is now (0, 0, 0)There are fewer than two non-empty piles, so the game ends. Total: 7 points.
 Example 3:
 Input: a = 1, b = 8, c = 8Output: 8Explanation: One optimal set of moves is to take from the 2nd and 3rd piles for 8 turns until theyare empty.After that, there are fewer than two non-empty piles, so the game ends.
 Constraints:
 1 <= a, b, c <= 105",2
250,MaximumScoreFromRemovingSubstrings,"You are given a string s and two integers x and y. You can perform two types of operations anynumber of times.
 Remove substring ""ab"" and gain x points.
 For example, when removing ""ab"" from ""cabxbae"" it becomes ""cxbae"".
 Remove substring ""ba"" and gain y points.
 For example, when removing ""ba"" from ""cabxbae"" it becomes ""cabxe"".
 Return the maximum points you can gain after applying the above operations on s.
 Example 1:
 Input: s = ""cdbcbbaaabab"", x = 4, y = 5Output: 19Explanation:- Remove the ""ba"" underlined in ""cdbcbbaaabab"". Now, s = ""cdbcbbaaab"" and 5 points are added to thescore.- Remove the ""ab"" underlined in ""cdbcbbaaab"". Now, s = ""cdbcbbaa"" and 4 points are added to thescore.- Remove the ""ba"" underlined in ""cdbcbbaa"". Now, s = ""cdbcba"" and 5 points are added to the score.- Remove the ""ba"" underlined in ""cdbcba"". Now, s = ""cdbc"" and 5 points are added to the score.Total score = 5 + 4 + 5 + 5 = 19.
 Example 2:
 Input: s = ""aabbaaxybbaabb"", x = 5, y = 4Output: 20
 Constraints:
 1 <= s.length <= 10^51 <= x, y <= 10^4s consists of lowercase English letters.",0
251,MaximumScoreOfAGoodSubarray,"You are given an array of integers nums (0-indexed) and an integer k.
 The score of a subarray (i, j) is defined as min(nums[i], nums[i+1], ..., nums[j]) * (j - i + 1). Agood subarray is a subarray where i <= k <= j.
 Return the maximum possible score of a good subarray.
 Example 1:
 Input: nums = [1,4,3,7,4,5], k = 3Output: 15Explanation: The optimal subarray is (1, 5) with a score of min(4,3,7,4,5) * (5-1+1) = 3 * 5 = 15.
 Example 2:
 Input: nums = [5,5,4,5,4,1,1,1], k = 0Output: 20Explanation: The optimal subarray is (0, 4) with a score of min(5,5,4,5,4) * (4-0+1) = 4 * 5 = 20.
 Constraints:
 1 <= nums.length <= 1051 <= nums[i] <= 2 * 1040 <= k < nums.length",0
252,maximumSubArray,"Find the contiguous subarray within an array (containing at least one number)which has the largest sum.
 For example, given the array [âˆ’2,1,âˆ’3,4,âˆ’1,2,1,âˆ’5,4],the contiguous subarray [4,âˆ’1,2,1] has the largest sum = 6.
 More practice:
 If you have figured out the O(n) solution, try coding another solution usingthe divide and conquer approach, which is more subtle.",0
253,MaximumSubarrayMinProduct,"The min-product of an array is equal to the minimum value in the array multiplied by the array'ssum.
 For example, the array [3,2,5] (minimum value is 2) has a min-product of 2 * (3+2+5) = 2 *10 = 20.
 Given an array of integers nums, return the maximum min-product of any non-empty subarray of nums.Since the answer may be large, return it modulo 10^9 + 7.
 Note that the min-product should be maximized before performing the modulo operation. Testcases aregenerated such that the maximum min-product without modulo will fit in a 64-bit signed integer.
 A subarray is a contiguous part of an array.
 Example 1:
 Input: nums = [1,2,3,2]Output: 14Explanation: The maximum min-product is achieved with the subarray [2,3,2] (minimum value is 2).2 * (2+3+2) = 2 * 7 = 14.
 Example 2:
 Input: nums = [2,3,3,1,2]Output: 18Explanation: The maximum min-product is achieved with the subarray [3,3] (minimum value is 3).3 * (3+3) = 3 * 6 = 18.
 Example 3:
 Input: nums = [3,1,5,6,4,2]Output: 60Explanation: The maximum min-product is achieved with the subarray [5,6,4] (minimum value is 4).4 * (5+6+4) = 4 * 15 = 60.
 Constraints:
 1 <= nums.length <= 10^51 <= nums[i] <= 10^7",0
254,MaximumUnitsOnATruck,"You are assigned to put some amount of boxes onto one truck. You are given a 2D array boxTypes,where boxTypes[i] = [numberOfBoxesi, numberOfUnitsPerBoxi]:
 numberOfBoxesi is the number of boxes of type i.numberOfUnitsPerBoxi is the number of units in each box of the type i.
 You are also given an integer truckSize, which is the maximum number of boxes that can be put onthe truck. You can choose any boxes to put on the truck as long as the number of boxes does notexceed truckSize.
 Return the maximum total number of units that can be put on the truck.
 Example 1:
 Input: boxTypes = [[1,3],[2,2],[3,1]], truckSize = 4Output: 8Explanation: There are:- 1 box of the first type that contains 3 units.- 2 boxes of the second type that contain 2 units each.- 3 boxes of the third type that contain 1 unit each.You can take all the boxes of the first and second types, and one box of the third type.The total number of units will be = (1 * 3) + (2 * 2) + (1 * 1) = 8.
 Example 2:
 Input: boxTypes = [[5,10],[2,5],[4,7],[3,9]], truckSize = 10Output: 91
 Constraints:
 1 <= boxTypes.length <= 10001 <= numberOfBoxesi, numberOfUnitsPerBoxi <= 10001 <= truckSize <= 10^6",0
255,MaximumValueAfterInsertion,"You are given a very large integer n, represented as a string, and an integer digit x. Thedigits in n and the digit x are in the inclusive range [1, 9], and n may represent a negativenumber.
 You want to maximize n's numerical value by inserting x anywhere in the decimal representation of n. You cannot insert x to the left of the negative sign.
 For example, if n = 73 and x = 6, it would be best to insert it between 7 and 3, making n = 763.If n = -55 and x = 2, it would be best to insert it before the first 5, making n = -255.
 Return a string representing the maximum value of n after the insertion.
 Example 1:
 Input: n = ""99"", x = 9Output: ""999""Explanation: The result is the same regardless of where you insert 9.
 Example 2:
 Input: n = ""-13"", x = 2Output: ""-123""Explanation: You can make n one of {-213, -123, -132}, and the largest of those three is -123.
 Constraints:
 1 <= n.length <= 10^51 <= x <= 9The digits in n are in the range [1, 9].n is a valid representation of an integer.In the case of a negative n, it will begin with '-'.",0
256,MaximumValueAtAGivenIndexInABoundedArray,"You are given three positive integers n, index and maxSum. You want to construct an array nums(0-indexed) that satisfies the following conditions:
 nums.length == nnums[i] is a positive integer where 0 <= i < n.abs(nums[i] - nums[i+1]) <= 1 where 0 <= i < n-1.The sum of all the elements of nums does not exceed maxSum.nums[index] is maximized.
 Return nums[index] of the constructed array.
 Note that abs(x) equals x if x >= 0, and -x otherwise.
 Example 1:
 Input: n = 4, index = 2, maxSum = 6Output: 2Explanation: The arrays [1,1,2,1] and [1,2,2,1] satisfy all the conditions. There are no othervalid arrays with a larger value at the given index.
 Example 2:
 Input: n = 6, index = 1, maxSum = 10Output: 3
 Constraints:
 1 <= n <= maxSum <= 1090 <= index < n",2
